watershed,month,year,baseline,max_eff,habitat_type,proportion_change
Upper Sacramento River,6,1996,0.0353350574402199,4.5507051235641525,floodplain rearing,127.78725699719233
Upper-mid Sacramento River,6,1996,0.13587818740243246,13.073644450180037,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,6,1996,41.264991566575475,70.3880735024395,floodplain rearing,0.7057576126939921
Lower Sacramento River,6,1996,0,0,floodplain rearing,NA
Upper Sacramento River,7,1996,7.768226041494639,1000.448523618252,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,7,1996,2.528567587647069,243.28845005298797,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,7,1996,56.53590946937074,96.43655796795748,floodplain rearing,0.7057576126939918
Lower Sacramento River,7,1996,0,0,floodplain rearing,NA
Upper Sacramento River,8,1996,0.5191774369207679,66.86343799585852,floodplain rearing,127.78725699719227
Upper-mid Sacramento River,8,1996,0.1389916047501732,13.373204756418389,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,8,1996,23.557192530137804,40.18286049198059,floodplain rearing,0.7057576126939915
Lower Sacramento River,8,1996,0,0,floodplain rearing,NA
Upper Sacramento River,9,1996,0.3767558538027617,48.52135296889289,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,9,1996,1.8126411240711966,174.40492859751873,floodplain rearing,95.21591736030175
Lower-mid Sacramento River,9,1996,64.74217250325081,110.4344536097677,floodplain rearing,0.7057576126939917
Lower Sacramento River,9,1996,0,0,floodplain rearing,NA
Upper Sacramento River,10,1996,0.03623981157350986,4.667225926647438,floodplain rearing,127.78725699719229
Upper-mid Sacramento River,10,1996,1.6847096054867454,162.0958801776193,floodplain rearing,95.21591736030177
Lower-mid Sacramento River,10,1996,4.063576794535305,6.931477052045246,floodplain rearing,0.7057576126939916
Lower Sacramento River,10,1996,0,0,floodplain rearing,NA
Upper Sacramento River,11,1996,0.036405872289078836,4.688612430700558,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,11,1996,3.033846301584562,291.90430503711735,floodplain rearing,95.21591736030177
Lower-mid Sacramento River,11,1996,9.83279223693781,16.772360212195053,floodplain rearing,0.7057576126939918
Lower Sacramento River,11,1996,0,0,floodplain rearing,NA
Upper Sacramento River,12,1996,93.34404059649552,12021.522945457222,floodplain rearing,127.78725699719233
Upper-mid Sacramento River,12,1996,1070.9551361986214,103042.93088107728,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,12,1996,1692.8081856737545,2887.5204495437106,floodplain rearing,0.7057576126939915
Lower Sacramento River,12,1996,17.591150650496154,1526.8484057099654,floodplain rearing,85.79639189303977
Upper Sacramento River,1,1997,104.96631511760833,13518.323801099697,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,1,1997,1561.0162461372843,150194.6101364334,floodplain rearing,95.21591736030173
Lower-mid Sacramento River,1,1997,3056.9027923822428,5214.335209371531,floodplain rearing,0.7057576126939916
Lower Sacramento River,1,1997,76.83320490001535,6668.844962899954,floodplain rearing,85.79639189303975
Upper Sacramento River,2,1997,1.6609994189656758,213.91555904251962,floodplain rearing,127.78725699719233
Upper-mid Sacramento River,2,1997,28.924848179990672,2783.0308021452574,floodplain rearing,95.21591736030177
Lower-mid Sacramento River,2,1997,1515.510949822338,2585.094339780555,floodplain rearing,0.7057576126939915
Lower Sacramento River,2,1997,17.624977585664734,1529.7844616313978,floodplain rearing,85.79639189303975
Upper Sacramento River,3,1997,1.7473234327285612,225.03299198802947,floodplain rearing,127.7872569971923
Upper-mid Sacramento River,3,1997,2.7065304650018955,260.4113115537615,floodplain rearing,95.21591736030177
Lower-mid Sacramento River,3,1997,45.75227735439568,78.04229539534735,floodplain rearing,0.7057576126939916
Lower Sacramento River,3,1997,0,0,floodplain rearing,NA
Upper Sacramento River,4,1997,1.7881451778834945,230.29031257237176,floodplain rearing,127.7872569971923
Upper-mid Sacramento River,4,1997,0.14264553305008448,13.724770819763123,floodplain rearing,95.21591736030177
Lower-mid Sacramento River,4,1997,43.03427798307391,73.40604727641777,floodplain rearing,0.7057576126939917
Lower Sacramento River,4,1997,0,0,floodplain rearing,NA
Upper Sacramento River,5,1997,0.6029731614360424,77.65525950427313,floodplain rearing,127.78725699719233
Upper-mid Sacramento River,5,1997,0.14923605174997362,14.358883622353178,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,5,1997,11.085191756713257,18.90865022718632,floodplain rearing,0.7057576126939916
Lower Sacramento River,5,1997,0,0,floodplain rearing,NA
Upper Sacramento River,6,1997,0.5213685381995063,67.14562391935029,floodplain rearing,127.78725699719227
Upper-mid Sacramento River,6,1997,0.14393532962204558,13.848869780142532,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,6,1997,16.92188237418024,28.864629680870227,floodplain rearing,0.7057576126939921
Lower Sacramento River,6,1997,0,0,floodplain rearing,NA
Upper Sacramento River,7,1997,8.15427129610869,1050.1662330367783,floodplain rearing,127.78725699719233
Upper-mid Sacramento River,7,1997,17.22642876973368,1657.4566469218203,floodplain rearing,95.21591736030175
Lower-mid Sacramento River,7,1997,47.23701765874416,80.57490247236336,floodplain rearing,0.7057576126939917
Lower Sacramento River,7,1997,0,0,floodplain rearing,NA
Upper Sacramento River,8,1997,0.036742145238106004,4.731920101408124,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,8,1997,0.1362760480371336,13.11192497612936,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,8,1997,44.541914099648665,75.97770905943754,floodplain rearing,0.7057576126939914
Lower Sacramento River,8,1997,0,0,floodplain rearing,NA
Upper Sacramento River,9,1997,0.5301329433144606,68.27436761331742,floodplain rearing,127.78725699719233
Upper-mid Sacramento River,9,1997,1.9317497793049956,185.86507712639064,floodplain rearing,95.21591736030177
Lower-mid Sacramento River,9,1997,51.58882965571485,87.99803891520916,floodplain rearing,0.7057576126939918
Lower Sacramento River,9,1997,0,0,floodplain rearing,NA
Upper Sacramento River,10,1997,0.03485800190583291,4.489266449855122,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,10,1997,0.1435965351307931,13.816272357370057,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,10,1997,6.598625019215943,11.255654859840632,floodplain rearing,0.7057576126939918
Lower Sacramento River,10,1997,0,0,floodplain rearing,NA
Upper Sacramento River,11,1997,0.033935811399093296,4.370500064063277,floodplain rearing,127.78725699719233
Upper-mid Sacramento River,11,1997,2.9274268466382014,281.66505955446996,floodplain rearing,95.21591736030177
Lower-mid Sacramento River,11,1997,43.86586440406001,74.82453214462777,floodplain rearing,0.705757612693992
Lower Sacramento River,11,1997,0,0,floodplain rearing,NA
Upper Sacramento River,12,1997,0,0,floodplain rearing,NA
Upper-mid Sacramento River,12,1997,0.148751263581437,14.312239283992005,floodplain rearing,95.21591736030175
Lower-mid Sacramento River,12,1997,118.59716978680007,202.2980252077961,floodplain rearing,0.7057576126939917
Lower Sacramento River,12,1997,0,0,floodplain rearing,NA
Upper Sacramento River,1,1998,22.163047281481568,2854.3180660810913,floodplain rearing,127.78725699719233
Upper-mid Sacramento River,1,1998,1060.2875518218957,102016.53946425219,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,1,1998,1669.6171152034462,2847.96210454246,floodplain rearing,0.7057576126939918
Lower Sacramento River,1,1998,0.13369554623134294,11.604291025049655,floodplain rearing,85.79639189303975
Upper Sacramento River,2,1998,308.7535232791482,39763.51935134026,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,2,1998,4586.191842651529,441264.6553310496,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,2,1998,3215.139412503234,5484.248528749879,floodplain rearing,0.7057576126939917
Lower Sacramento River,2,1998,60.60945652776368,5260.6821412079335,floodplain rearing,85.79639189303977
Upper Sacramento River,3,1998,5.417909748104977,697.7577351167891,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,3,1998,361.36959612487715,34769.5071972768,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,3,1998,2467.840181650407,4209.537176762305,floodplain rearing,0.7057576126939915
Lower Sacramento River,3,1998,55.56695279515091,4823.011011109959,floodplain rearing,85.79639189303975
Upper Sacramento River,4,1998,0,0,floodplain rearing,NA
Upper-mid Sacramento River,4,1998,33.18802092785916,3193.2158789468617,floodplain rearing,95.21591736030175
Lower-mid Sacramento River,4,1998,901.685725080446,1538.0572898134722,floodplain rearing,0.7057576126939914
Lower Sacramento River,4,1998,7.112587468045535,617.3469292500037,floodplain rearing,85.79639189303977
Upper Sacramento River,5,1998,8.633769673796882,1111.9195138338441,floodplain rearing,127.78725699719229
Upper-mid Sacramento River,5,1998,105.72604511009465,10172.528419144403,floodplain rearing,95.21591736030177
Lower-mid Sacramento River,5,1998,1172.3771760870225,1999.791293059123,floodplain rearing,0.7057576126939917
Lower Sacramento River,5,1998,7.162169446162718,621.6504660534947,floodplain rearing,85.79639189303975
Upper Sacramento River,6,1998,5.410495219519513,696.8028383183399,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,6,1998,44.22187310498298,4254.848088186794,floodplain rearing,95.21591736030175
Lower-mid Sacramento River,6,1998,1800.2024621637856,3070.7090542263445,floodplain rearing,0.7057576126939915
Lower Sacramento River,6,1998,49.178176698457094,4268.488297304438,floodplain rearing,85.79639189303975
Upper Sacramento River,7,1998,7.1064628504808995,915.2218574658834,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,7,1998,33.129241538434165,3187.560366071458,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,7,1998,98.18767402531219,167.48437244139237,floodplain rearing,0.7057576126939915
Lower Sacramento River,7,1998,0,0,floodplain rearing,NA
Upper Sacramento River,8,1998,8.168484278757095,1051.996684085815,floodplain rearing,127.7872569971923
Upper-mid Sacramento River,8,1998,27.37389238593929,2633.804167635328,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,8,1998,110.12240247476291,187.8421263494785,floodplain rearing,0.7057576126939916
Lower Sacramento River,8,1998,0,0,floodplain rearing,NA
Upper Sacramento River,9,1998,6.131330368384938,789.6372198878809,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,9,1998,32.58319461434672,3135.021960348614,floodplain rearing,95.21591736030177
Lower-mid Sacramento River,9,1998,112.29164901728605,191.54233515319746,floodplain rearing,0.7057576126939916
Lower Sacramento River,9,1998,0,0,floodplain rearing,NA
Upper Sacramento River,10,1998,0.75694767627924,97.48521491840201,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,10,1998,26.230609097263446,2523.8021172126796,floodplain rearing,95.21591736030177
Lower-mid Sacramento River,10,1998,50.67934227453223,86.4466738911078,floodplain rearing,0.7057576126939921
Lower Sacramento River,10,1998,0,0,floodplain rearing,NA
Upper Sacramento River,11,1998,6.92267405444307,891.5522025573549,floodplain rearing,127.7872569971923
Upper-mid Sacramento River,11,1998,29.168185550359272,2806.443730463316,floodplain rearing,95.21591736030177
Lower-mid Sacramento River,11,1998,88.56697987213143,151.0738001502037,floodplain rearing,0.7057576126939916
Lower Sacramento River,11,1998,0,0,floodplain rearing,NA
Upper Sacramento River,12,1998,7.616512168219836,980.9097100307704,floodplain rearing,127.7872569971923
Upper-mid Sacramento River,12,1998,37.462775564241724,3604.5153177766138,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,12,1998,174.6182381199386,297.85638898829745,floodplain rearing,0.7057576126939916
Lower Sacramento River,12,1998,0.09861204582946978,8.559169775189055,floodplain rearing,85.79639189303975
Upper Sacramento River,1,1999,0.03675183211318086,4.733167647477889,floodplain rearing,127.78725699719233
Upper-mid Sacramento River,1,1999,32.55070969841949,3131.896394362303,floodplain rearing,95.21591736030177
Lower-mid Sacramento River,1,1999,265.9191694834603,453.5936477076762,floodplain rearing,0.7057576126939918
Lower Sacramento River,1,1999,0.818045369900152,71.00338651214027,floodplain rearing,85.79639189303977
Upper Sacramento River,2,1999,22.831941017609413,2940.4630555795998,floodplain rearing,127.78725699719229
Upper-mid Sacramento River,2,1999,667.3274494188094,64207.52272554111,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,2,1999,2358.4188177971937,4022.8908523783275,floodplain rearing,0.7057576126939917
Lower Sacramento River,2,1999,56.192530311357444,4877.308882366096,floodplain rearing,85.79639189303975
Upper Sacramento River,3,1999,8.118055523014196,1045.5021029599056,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,3,1999,36.273314607557374,3490.0702406649666,floodplain rearing,95.21591736030175
Lower-mid Sacramento River,3,1999,1640.273569994618,2797.909128919071,floodplain rearing,0.705757612693992
Lower Sacramento River,3,1999,20.669401750836872,1794.0294945603193,floodplain rearing,85.79639189303975
Upper Sacramento River,4,1999,0.40666531515109866,52.37331045420875,floodplain rearing,127.7872569971923
Upper-mid Sacramento River,4,1999,7.790860053796389,749.6047471017495,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,4,1999,105.23071188258147,179.49808788292142,floodplain rearing,0.7057576126939915
Lower Sacramento River,4,1999,0,0,floodplain rearing,NA
Upper Sacramento River,5,1999,0.7648947336415393,98.50869463729188,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,5,1999,8.417273279049013,809.8756702160559,floodplain rearing,95.21591736030175
Lower-mid Sacramento River,5,1999,49.61224529033565,84.62646508683169,floodplain rearing,0.705757612693992
Lower Sacramento River,5,1999,0,0,floodplain rearing,NA
Upper Sacramento River,6,1999,0.036385114699632716,4.685939117693919,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,6,1999,0.14214625695771244,13.676732512519479,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,6,1999,40.27569663908371,68.70057614867086,floodplain rearing,0.7057576126939918
Lower Sacramento River,6,1999,0,0,floodplain rearing,NA
Upper Sacramento River,7,1999,8.115732247004361,1045.2028946153516,floodplain rearing,127.78725699719229
Upper-mid Sacramento River,7,1999,11.181268664620337,1075.816021818442,floodplain rearing,95.21591736030177
Lower-mid Sacramento River,7,1999,35.70333294210276,60.90123196453996,floodplain rearing,0.7057576126939917
Lower Sacramento River,7,1999,0,0,floodplain rearing,NA
Upper Sacramento River,8,1999,0.6713807813350856,86.46528922877745,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,8,1999,0.14354304126375328,13.811125395879671,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,8,1999,44.99429136425158,76.74935502234365,floodplain rearing,0.7057576126939914
Lower Sacramento River,8,1999,0,0,floodplain rearing,NA
Upper Sacramento River,9,1999,1.7218840681602798,221.75672600552898,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,9,1999,11.6744723021944,1123.270062253068,floodplain rearing,95.21591736030175
Lower-mid Sacramento River,9,1999,99.65947990926297,169.99491653234924,floodplain rearing,0.7057576126939917
Lower Sacramento River,9,1999,0,0,floodplain rearing,NA
Upper Sacramento River,10,1999,0.6196907539394604,79.80827238638514,floodplain rearing,127.78725699719229
Upper-mid Sacramento River,10,1999,3.045753373466672,293.04995488132965,floodplain rearing,95.21591736030177
Lower-mid Sacramento River,10,1999,40.75432370410691,69.51699790847555,floodplain rearing,0.7057576126939914
Lower Sacramento River,10,1999,0,0,floodplain rearing,NA
Upper Sacramento River,11,1999,0.036356054074408145,4.682196479484622,floodplain rearing,127.78725699719229
Upper-mid Sacramento River,11,1999,2.9199849267118827,280.9490284018373,floodplain rearing,95.21591736030177
Lower-mid Sacramento River,11,1999,4.189772266893459,7.146735939707681,floodplain rearing,0.7057576126939918
Lower Sacramento River,11,1999,0,0,floodplain rearing,NA
Upper Sacramento River,12,1999,1.3667130084103856,176.01521945555422,floodplain rearing,127.78725699719233
Upper-mid Sacramento River,12,1999,0.13901055049468275,13.37502763860645,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,12,1999,41.788099743868834,71.28036925812012,floodplain rearing,0.705757612693992
Lower Sacramento River,12,1999,0,0,floodplain rearing,NA
Upper Sacramento River,1,2000,1.7944724225960418,231.1051810632507,floodplain rearing,127.7872569971923
Upper-mid Sacramento River,1,2000,37.66549167797432,3624.0198346231114,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,1,2000,120.15156693070179,204.94944996915626,floodplain rearing,0.7057576126939918
Lower Sacramento River,1,2000,0,0,floodplain rearing,NA
Upper Sacramento River,2,2000,107.25425619145038,13812.981456171026,floodplain rearing,127.78725699719233
Upper-mid Sacramento River,2,2000,1380.2096930015796,132798.14176172746,floodplain rearing,95.21591736030177
Lower-mid Sacramento River,2,2000,2571.7191805985044,4386.729570017053,floodplain rearing,0.7057576126939917
Lower Sacramento River,2,2000,48.73504086476155,4230.025705821151,floodplain rearing,85.79639189303975
Upper Sacramento River,3,2000,0.03634498336003688,4.680770712547748,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,3,2000,27.804960815931434,2675.279812072087,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,3,2000,1914.4607886647177,3265.606064468986,floodplain rearing,0.705757612693992
Lower Sacramento River,3,2000,9.587038063456168,832.1203128492305,floodplain rearing,85.79639189303975
Upper Sacramento River,4,2000,0.03372094728442778,4.342828304108375,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,4,2000,15.288820344822213,1471.0278748339142,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,4,2000,93.65128213036829,159.7463874324285,floodplain rearing,0.7057576126939916
Lower Sacramento River,4,2000,0,0,floodplain rearing,NA
Upper Sacramento River,5,2000,0.036721387648659884,4.7292467884014835,floodplain rearing,127.7872569971923
Upper-mid Sacramento River,5,2000,1.01417199083721,97.5794884595257,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,5,2000,45.4702552604511,77.56123406165348,floodplain rearing,0.7057576126939916
Lower Sacramento River,5,2000,0,0,floodplain rearing,NA
Upper Sacramento River,6,2000,6.950993977454366,895.1994477603514,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,6,2000,2.757751072318131,265.3395492744448,floodplain rearing,95.21591736030175
Lower-mid Sacramento River,6,2000,34.95944908947148,59.63234641995402,floodplain rearing,0.705757612693992
Lower Sacramento River,6,2000,0,0,floodplain rearing,NA
Upper Sacramento River,7,2000,6.8054202885471575,876.4514116750295,floodplain rearing,127.78725699719233
Upper-mid Sacramento River,7,2000,25.989706032108483,2500.623407803886,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,7,2000,35.57626186324848,60.68447950443103,floodplain rearing,0.7057576126939916
Lower Sacramento River,7,2000,0,0,floodplain rearing,NA
Upper Sacramento River,8,2000,5.120159616070845,659.4113123415615,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,8,2000,0.5950859816812502,57.256743635717214,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,8,2000,52.60404464165247,89.7297496059933,floodplain rearing,0.7057576126939921
Lower Sacramento River,8,2000,0,0,floodplain rearing,NA
Upper Sacramento River,9,2000,0.1182059029116124,15.22341399686299,floodplain rearing,127.78725699719232
Upper-mid Sacramento River,9,2000,1.2876807547074152,123.89538508137966,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,9,2000,34.233109801186124,58.39338764956253,floodplain rearing,0.7057576126939915
Lower Sacramento River,9,2000,0,0,floodplain rearing,NA
Upper Sacramento River,10,2000,0.03552104544223726,4.574658008178357,floodplain rearing,127.7872569971923
Upper-mid Sacramento River,10,2000,0.1482776199684989,14.266667229271318,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,10,2000,3.911566948625578,6.672185100180288,floodplain rearing,0.7057576126939917
Lower Sacramento River,10,2000,0,0,floodplain rearing,NA
Upper Sacramento River,11,2000,2.2434805300438754,288.93170359095785,floodplain rearing,127.78725699719233
Upper-mid Sacramento River,11,2000,25.489758817150236,2452.5205278849503,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,11,2000,39.62417745815008,67.58924234597715,floodplain rearing,0.7057576126939916
Lower Sacramento River,11,2000,0,0,floodplain rearing,NA
Upper Sacramento River,12,2000,0.03275742610879734,4.218739054840221,floodplain rearing,127.78725699719233
Upper-mid Sacramento River,12,2000,0.1425920391830446,13.719623858272731,floodplain rearing,95.21591736030176
Lower-mid Sacramento River,12,2000,6.204624785925131,10.58358596250162,floodplain rearing,0.7057576126939917
Lower Sacramento River,12,2000,0,0,floodplain rearing,NA
Upper Sacramento River,1,1980,27.951002654319566,175.8222805310405,juvenile rearing,5.2903747212756524
Upper-mid Sacramento River,1,1980,44.310268849914,72.80931281757859,juvenile rearing,0.643170188476974
Lower-mid Sacramento River,1,1980,16.80381824825864,34.25712614393471,juvenile rearing,1.0386513135182678
Lower Sacramento River,1,1980,0.7083118518097029,2.549182690601441,juvenile rearing,2.598955296439557
Upper Sacramento River,2,1980,21.1906217248303,175.8222805310405,juvenile rearing,7.297174231797983
Upper-mid Sacramento River,2,1980,26.855385680805437,48.86895407990519,juvenile rearing,0.819707773358611
Lower-mid Sacramento River,2,1980,15.92645732977544,44.92597179287538,juvenile rearing,1.8208389890251149
Lower Sacramento River,2,1980,0.5822855839562924,0.8737695563043498,juvenile rearing,0.5005859330529757
Upper Sacramento River,3,1980,71.3517650684413,175.8222805310405,juvenile rearing,1.46416161341475
Upper-mid Sacramento River,3,1980,47.640735596934306,98.27907911089731,juvenile rearing,1.062921108993573
Lower-mid Sacramento River,3,1980,18.90974578131294,25.41209965909411,juvenile rearing,0.3438625750435499
Lower Sacramento River,3,1980,1.3629428997573543,1.9079877640057241,juvenile rearing,0.3999029338245972
Upper Sacramento River,4,1980,73.37052831554915,175.8222805310405,juvenile rearing,1.3963611080306084
Upper-mid Sacramento River,4,1980,107.99493522700557,98.84140831055693,juvenile rearing,-0.08475885371112922
Lower-mid Sacramento River,4,1980,38.50318932556291,43.222120614395195,juvenile rearing,0.12255949108349086
Lower Sacramento River,4,1980,4.332092705820899,2.9045451229859887,juvenile rearing,-0.3295284011158761
Upper Sacramento River,5,1980,62.54348958176472,823.5623040742734,juvenile rearing,12.167834247521625
Upper-mid Sacramento River,5,1980,88.06653517962299,176.15892304876806,juvenile rearing,1.0002935586084925
Lower-mid Sacramento River,5,1980,54.39965087373798,120.36858941993773,juvenile rearing,1.2126720941521145
Lower Sacramento River,5,1980,5.572155157133642,9.954009271602125,juvenile rearing,0.7863840813654841
Upper Sacramento River,6,1980,42.297692734718126,823.5623040742734,juvenile rearing,18.470620046333874
Upper-mid Sacramento River,6,1980,65.31084436635805,176.38798147740462,juvenile rearing,1.700745690684455
Lower-mid Sacramento River,6,1980,59.27390420326749,163.16669152436194,juvenile rearing,1.752757621040379
Lower Sacramento River,6,1980,8.47473921102822,14.485385217228801,juvenile rearing,0.7092425921943294
Upper Sacramento River,7,1980,39.82533117994229,823.5623040742734,juvenile rearing,19.679358580928863
Upper-mid Sacramento River,7,1980,64.73894027021578,177.25090739535014,juvenile rearing,1.737933408478998
Lower-mid Sacramento River,7,1980,57.11352799666337,198.39297106945773,juvenile rearing,2.4736598845907056
Lower Sacramento River,7,1980,6.425596386577314,15.726294099414467,juvenile rearing,1.447445054635824
Upper Sacramento River,8,1980,54.159275901575164,2150.9769454545453,juvenile rearing,38.715762621412495
Upper-mid Sacramento River,8,1980,100.46915286068561,634.9737515151515,juvenile rearing,5.320086647845339
Lower-mid Sacramento River,8,1980,61.97163331464312,500.26400000000007,juvenile rearing,7.072467566895545
Lower Sacramento River,8,1980,8.788419016333668,57.09676021997203,juvenile rearing,5.496818155103342
Upper Sacramento River,9,1980,66.84016555176034,2150.9769454545453,juvenile rearing,31.18090391755315
Upper-mid Sacramento River,9,1980,106.87235434898422,634.9737515151515,juvenile rearing,4.941421945676326
Lower-mid Sacramento River,9,1980,51.8485844920582,355.831574101559,juvenile rearing,5.8628985263052416
Lower Sacramento River,9,1980,4.390721615878811,13.764436239820164,juvenile rearing,2.134891583661741
Upper Sacramento River,10,1980,67.96730760876675,1472.5784847295984,juvenile rearing,20.665982316175462
Upper-mid Sacramento River,10,1980,124.09363228323895,291.0352223657438,juvenile rearing,1.3452873206375897
Lower-mid Sacramento River,10,1980,57.96036682562067,201.518756623119,juvenile rearing,2.476837150279044
Lower Sacramento River,10,1980,8.913906993133496,22.37693974197185,juvenile rearing,1.510340276066276
Upper Sacramento River,11,1980,43.78925674096838,1472.5784847295984,juvenile rearing,32.62876180887269
Upper-mid Sacramento River,11,1980,63.40204878646646,298.0266083125387,juvenile rearing,3.7005832463911523
Lower-mid Sacramento River,11,1980,43.07729971883258,248.1798656284101,juvenile rearing,4.7612679357408885
Lower Sacramento River,11,1980,5.288617308378299,26.128936054699075,juvenile rearing,3.940598748430003
Upper Sacramento River,12,1980,67.80229122737252,1472.5784847295984,juvenile rearing,20.718712717116887
Upper-mid Sacramento River,12,1980,93.37556936684044,179.55074507350147,juvenile rearing,0.922887820561591
Lower-mid Sacramento River,12,1980,40.51139968355494,125.9665792833978,juvenile rearing,2.109410690999458
Lower Sacramento River,12,1980,5.523182565605566,12.353723192214717,juvenile rearing,1.2367037564799825
Upper Sacramento River,1,1981,67.491712266279,704.947039135935,juvenile rearing,9.444942282019253
Upper-mid Sacramento River,1,1981,47.40170219704597,99.80563835725705,juvenile rearing,1.1055285724206936
Lower-mid Sacramento River,1,1981,25.05487706482486,60.57747937324235,juvenile rearing,1.4177919219682988
Lower Sacramento River,1,1981,4.324298619302742,4.494726823346416,juvenile rearing,0.03941175645986121
Upper Sacramento River,2,1981,68.11287018846603,704.947039135935,juvenile rearing,9.349689231790853
Upper-mid Sacramento River,2,1981,61.73399206060472,75.17577142040994,juvenile rearing,0.21773708310665102
Lower-mid Sacramento River,2,1981,21.11550248626128,55.42019306608545,juvenile rearing,1.6246210859601555
Lower Sacramento River,2,1981,2.2623473074993976,3.2575477675542306,juvenile rearing,0.43989729461779287
Upper Sacramento River,3,1981,64.77374625268908,704.947039135935,juvenile rearing,9.883221674192871
Upper-mid Sacramento River,3,1981,44.517651390787044,101.08916472219529,juvenile rearing,1.2707658999080926
Lower-mid Sacramento River,3,1981,23.078655152375426,59.55703284710962,juvenile rearing,1.5806110648080622
Lower Sacramento River,3,1981,3.4982181212103503,4.391493824781365,juvenile rearing,0.2553516312075902
Upper Sacramento River,4,1981,74.56847573690987,704.947039135935,juvenile rearing,8.453687126757247
Upper-mid Sacramento River,4,1981,125.49320079411437,116.93227643743812,juvenile rearing,-0.06821823256163022
Lower-mid Sacramento River,4,1981,37.22540580799088,63.27768446527819,juvenile rearing,0.6998521061574263
Lower Sacramento River,4,1981,5.489487095114686,6.348574144946192,juvenile rearing,0.15649677919746666
Upper Sacramento River,5,1981,57.79808241532857,1559.2174246898562,juvenile rearing,25.976975005598764
Upper-mid Sacramento River,5,1981,70.32884159702573,354.6112806409541,juvenile rearing,4.042188561455715
Lower-mid Sacramento River,5,1981,62.162799039749025,400.2205702437963,juvenile rearing,5.438264949875915
Lower Sacramento River,5,1981,11.284606179402548,37.06504430341115,juvenile rearing,2.2845669325230737
Upper Sacramento River,6,1981,28.042257164279143,1559.2174246898562,juvenile rearing,54.60242228560768
Upper-mid Sacramento River,6,1981,64.45732020384266,628.6177055241775,juvenile rearing,8.752464165997118
Lower-mid Sacramento River,6,1981,43.588012385548645,401.530642741296,juvenile rearing,8.211951194049425
Lower Sacramento River,6,1981,5.525534960831806,35.41166499964592,juvenile rearing,5.408730602677266
Upper Sacramento River,7,1981,31.741917696448095,1559.2174246898562,juvenile rearing,48.12171468658089
Upper-mid Sacramento River,7,1981,50.24485176882064,632.9874871429721,juvenile rearing,11.598056613946893
Lower-mid Sacramento River,7,1981,37.32429231812324,365.4098937553151,juvenile rearing,8.790135889003476
Lower Sacramento River,7,1981,3.9472696041408177,23.516273583064407,juvenile rearing,4.9576051147849265
Upper Sacramento River,8,1981,48.976271924516475,2150.9769454545453,juvenile rearing,42.918756184008615
Upper-mid Sacramento River,8,1981,78.79767472807247,634.9737515151515,juvenile rearing,7.058280319900553
